N1,誓,セイ,ちか.う,"serment, promesse, jurer, prêter serment",
N1,誕,タン,-,naissance,
N1,誘,"ユウ, イウ","さそ.う, いざな.う","inviter, demander, séduire, attirer",
N1,徐,ジョ,おもむ.ろに,"petit à petit, doucement, posément",
N1,誠,セイ,まこと,"sincérité, vérité, réalité",
N1,従,ジュウ,したが.う,"se conformer à, obéir à, être accompagné de, subjuguer",
N1,循,ジュン,-,"consécutif, séquentiel, cycle",
N1,微,ビ,かす.か,"délicat, subtil, insignifiant, léger, à peine visible",
N1,請,"セイ, シン, ショウ","こ.う, う.ける","solliciter, inviter, demander",
N1,徴,チョウ,しるし,"signe, indication, marque, collecte (d'un impôt, d'une taxe)",
N1,徹,テツ,-,"toute la nuit, nuit blanche, lucide, pénétrer",
N1,諮,シ,はか.る,"consulter, demander conseil",
N1,忌,キ,い.む,"deuil, anniversaire du décès, répugnant",
N1,謀,ボウ,"はか.る, たばか.る, はかりごと","conspirer, comploter, stratégie, plan, machination",
N1,謁,エツ,-,audience,
N1,謄,トウ,-,"copie, photocopie",
N1,謙,ケン,-,"humilité, modestie",
N1,忠,チュウ,-,"loyauté, fidélité",
